Number,X,Y,eval,real
1,4.0,-0.112,18.717,18.388118889885522
2,4.0,-0.195,18.736,22.650645797547085
3,0.913,-4.0,19.047,18.29079468300705
4,1.049,-4.0,19.109,17.57060758482781
5,0.886,-1.604,20.522,23.75520217911732
6,0.987,4.0,23.934,17.0075097196597
7,1.049,4.0,23.944,17.57060758482781
8,1.08,4.0,23.956,18.403333199561366
9,-4.0,-1.255,24.7,27.88913259078127
10,-4.0,-1.2,24.714,24.34983005625052
11,4.0,4.0,31.197,32.0
12,-4.0,4.0,32.175,32.0
