RUN,X,Y,real
1,-2.0,-1.0,2509.0
2,2.0,-1.0,2501.0
3,-2.0,3.0,109.0
4,2.0,3.0,101.0
5,-2.0,0.333333,1353.4446888889
6,-2.0,1.66667,553.4428888900001
7,2.0,0.333333,1345.4446888889
8,2.0,1.66667,545.4428888900001
9,-0.666667,-1.0,211.41988259264457
10,0.666667,-1.0,208.75321459264455
11,-0.666667,3.0,655.8639714814445
12,0.0,1.0,101.0
13,0.0,1.0,101.0
14,0.0,1.0,101.0
15,0.0,1.0,101.0
