Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,0.6,0.6,5.92,5.92,0.0,0.0
2,1.0,0.6,16.0,16.000000000000004,3.552713678800501e-15,2.2204460492503124e-14
3,0.6,1.0,41.12,41.12,0.0,0.0
4,1.0,1.0,0.0,0.0,0.0,0.0
5,0.6,0.733333,14.09775289,14.0977528889,1.100000091014408e-09,7.802662592280954e-09
6,0.6,0.866667,25.83114489,25.8311448889,1.1000018673712475e-09,4.25843249341973e-09
7,1.0,0.733333,7.111128889,7.1111288889,1.000000082740371e-10,1.4062466007349476e-09
8,1.0,0.866667,1.777768889,1.777768888900001,9.99991200956174e-11,5.62497863023647e-09
9,0.866667,0.6,2.301251941,2.3012519407775915,2.224083139878985e-10,9.66466600405112e-09
10,0.733333,1.0,21.43609476,21.436094755569297,4.430702915669826e-09,2.066935683104633e-08
11,0.866667,1.0,6.21231683,6.212316829657596,3.424034389354347e-10,5.5116866754251954e-09
12,0.8,0.8,2.6,2.5999999999999974,2.6645352591003757e-15,1.0248212535001455e-13
13,0.8,0.8,2.6,2.5999999999999974,2.6645352591003757e-15,1.0248212535001455e-13
14,0.8,0.8,2.6,2.5999999999999974,2.6645352591003757e-15,1.0248212535001455e-13
15,0.8,0.8,2.6,2.5999999999999974,2.6645352591003757e-15,1.0248212535001455e-13
