Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,3.593,-1.879,0.016,0.016226458082000052,0.0002264580820000514,1.3956100638577467
2,3.018,2.007,0.015,0.015420135376999843,0.0004201353769998431,2.7245894197952563
3,-2.811,3.131,0.001,0.0011321137619999223,0.00013211376199992225,11.669654272777166
4,-3.779,-3.266,0.012,0.012818970817000066,0.0008189708170000653,6.388740786537833
5,3.569,-1.801,0.04,0.03911755632200018,0.0008824436779998196,2.255876289244384
6,3.03,1.951,0.045,0.04416224280099985,0.0008377571990001512,1.8969987615329718
7,2.977,2.052,0.043,0.04253808345700035,0.00046191654299964496,1.085889408878925
8,-2.767,3.133,0.046,0.04676974424200007,0.0007697442420000686,1.6458166587723704
9,-3.767,-3.309,0.048,0.04739161688200063,0.0006083831179993712,1.2837357280174073
