Number;X;Y;eval
1;-0.25;-0.25;20.125
2;0.25;-0.25;20.125
3;-0.25;0.25;20.125
4;0.25;0.25;20.125
5;-0.25;-0.0833333;11.40918935
6;-0.25;0.0833333;11.40918935
7;0.25;-0.0833333;11.40918935
8;0.25;0.0833333;11.40918935
9;-0.0833333;-0.25;11.40918935
10;0.0833333;-0.25;11.40918935
11;-0.0833333;0.25;11.40918935
12;0;0;0
13;0;0;0
14;0;0;0
15;0;0;0
