Number;X;Y;eval
1;-1;-1;2
2;1;-1;2
3;-1;1;2
4;1;1;2
5;-1;-0.333333;16.11109275
6;-1;0.333333;16.11109275
7;1;-0.333333;16.11109275
8;1;0.333333;16.11109275
9;-0.333333;-1;16.11109275
10;0.333333;-1;16.11109275
11;0.333333;1;16.11109275
12;0;0;0
13;0;0;0
14;0;0;0
15;0;0;0
