Number;X;Y;eval
1;0.5;0.5;6.5
2;1;0.5;25
3;0.5;1.5;156.5
4;1;1.5;25
5;0.5;0.833333;34.27773889
6;0.5;1.16667;84.27838889
7;1;0.833333;2.777788889
8;1;1.16667;2.77788889
9;0.666667;0.5;0.419747926
10;0.833333;0.5;3.808620482
11;0.666667;1.5;111.5307701
12;0.75;1;19.203125
13;0.75;1;19.203125
14;0.75;1;19.203125
15;0.75;1;19.203125
