Number;X;Y;eval
1;-3.85;-3.35;0.36
2;-3.75;-3.35;0.31
3;-3.85;-3.25;0.41
4;-3.75;-3.25;0.07
5;-3.85;-3.31667;0.28
6;-3.85;-3.28333;0.3
7;-3.75;-3.31667;0.13
8;-3.75;-3.28333;0.05
9;-3.81667;-3.35;0.21
10;-3.81667;-3.25;0.17
11;-3.78333;-3.25;0.05
12;-3.8;-3.3;0.03
13;-3.8;-3.3;0.03
14;-3.8;-3.3;0.03
15;-3.8;-3.3;0.03
