Number;X;Y;eval
1;2.5;0.4;1.828125
2;3.1;0.4;2.651941037
3;2.5;0.6;16.5
4;3.1;0.6;42.3974957
5;2.45577;0.5;5.85154981
6;3.14423;0.5;13.82526138
7;2.8;0.385256;1.592398667
8;2.8;0.614744;30.25325969
9;2.8;0.5;8.597861
10;2.8;0.5;8.597861
11;2.8;0.5;8.597861
