Number;X;Y;eval
1;2.5;0;1.078125
2;3.5;0;6.328125
3;2.5;1;286.3125
4;3.5;1;1887.25
5;2.42628;0.5;5.69711118
6;3.57372;0.5;26.20019577
7;3;-0.0737213;3.60278294
8;3;1.07372;1187.74668
9;3;0.5;11.25
10;3;0.5;11.25
11;3;0.5;11.25
