Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,2.5,0.4,1.828125,0.10372500000000004,1.7244,1662.4728850325373
2,3.2,0.4,2.967241271,0.50529204,2.4619492309999997,487.232933849502
3,2.5,0.6,16.5,1.1147249999999997,15.385275,1380.1856960236832
4,3.2,0.6,49.8238373,0.10270643999999973,49.72113086,48410.91840005372
5,2.4484,0.5,5.811949214,0.4801643525000001,5.3317848615,1110.4083078512163
6,3.2516,0.5,16.1852118,0.09989935249999987,16.0853124475,16101.518223053572
7,2.85,0.385256,1.637312676,0.0986905383409635,1.5386221376590365,1559.0371311414767
8,2.85,0.614744,32.81340852,0.5802533724888601,32.23315514751114,5555.013839773928
9,2.85,0.5,9.173955676,0.03550781249999996,9.1384478635,25736.44282789882
10,2.85,0.5,9.173955676,0.03550781249999996,9.1384478635,25736.44282789882
11,2.85,0.5,9.173955676,0.03550781249999996,9.1384478635,25736.44282789882
