Number;X;Y;eval
1;2.5;0.5;6.103759766
2;3.5;0.5;23.45727539
3;2.5;1;286.3125
4;3.5;1;1887.25
5;2.42628;0.75;49.37008489
6;3.57372;0.75;369.8331418
7;3;0.463139;6.729122522
8;3;1.03686;965.6632943
9;3;0.75;140.5041504
10;3;0.75;140.5041504
11;3;0.75;140.5041504
