Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,2.5,0.4,1.828125,0.10372500000000004,1.7244,1662.4728850325373
2,3.1,0.4,2.651941037,0.33142355999999995,2.320517477,700.1667223054392
3,2.5,0.6,16.5,1.1147249999999997,15.385275,1380.1856960236832
4,3.1,0.6,42.3974957,0.17622515999999971,42.22127054,23958.707451308353
5,2.45577,0.5,5.85154981,0.46741899348281285,5.384130816517187,1151.8853302043156
6,3.14423,0.5,13.82526138,0.03282861848281243,13.792432761517189,42013.44253562871
7,2.8,0.385256,1.592398667,0.06725626718053662,1.5251423998194635,2267.658411260782
8,2.8,0.614744,30.25325969,0.6617856238161028,29.5914740661839,4471.459185762969
9,2.8,0.5,8.597861,0.06312500000000011,8.534736,13520.373861386117
10,2.8,0.5,8.597861,0.06312500000000011,8.534736,13520.373861386117
11,2.8,0.5,8.597861,0.06312500000000011,8.534736,13520.373861386117
