Number;X;Y;eval
1;2.5;0.4;1.828125
2;3.2;0.4;2.967241271
3;2.5;0.6;16.5
4;3.2;0.6;49.8238373
5;2.4484;0.5;5.811949214
6;3.2516;0.5;16.1852118
7;2.85;0.385256;1.637312676
8;2.85;0.614744;32.81340852
9;2.85;0.5;9.173955676
10;2.85;0.5;9.173955676
11;2.85;0.5;9.173955676
