Number;X;Y;eval
1;0;-1;14.203125
2;4;-1;4519.203125
3;0;2;14.203125
4;4;2;264643.2031
5;0;0;14.203125
6;0;1;14.203125
7;4;0;11.203125
8;4;1;4127.203125
9;1.33333;-1;9.784652617
10;2.66667;-1;420.6890523
11;2.66667;2;23804.46629
12;2;0.5;4.453125
13;2;0.5;4.453125
14;2;0.5;4.453125
15;2;0.5;4.453125
