Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,-2.463,-2.462,0.946,51.57511543896801,50.629115438968014,98.16578209869553
2,-2.4,-3.6,-38.395,54.90033988749895,93.29533988749895,169.935814748467
3,-1.95,-2.39,6.262,27.709167264806357,21.447167264806357,77.40098090947173
4,2.698,-0.922,4.96,22.51581183372256,17.555811833722558,77.9710363693337
5,-2.72,-2.603,-1.495,44.02576654124293,45.52076654124293,103.39573871723391
6,2.88,-1.2,5.912,19.354543782036405,13.442543782036406,69.4542012119804
7,-2.651,-2.195,3.527,34.28535159423284,30.758351594232842,89.71280784358856
8,3.1,-0.67,4.368,26.786266797267672,22.41826679726767,83.69313636327419
9,2.905,-1.127,5.289,14.456694067319663,9.167694067319664,63.414872201272196
10,2.805,-0.75,4.105,25.04314579754708,20.93814579754708,83.60828933718831
11,2.675,-0.425,5.114,40.78622023927916,35.67222023927916,87.46145151475704
12,-2.2,-2.5,2.205,37.99983005625054,35.79483005625054,94.1973424703848
13,0.101,-3.998,-0.07,17.941915700850622,18.011915700850622,100.39014785916467
14,-2.771,-2.301,2.881,34.80726360563023,31.926263605630233,91.72299198051873
15,3.08,-0.4,5.665,28.973503143310836,23.308503143310837,80.4476525604123
