Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,4.0,0.0,19.236,16.0,3.2360000000000007,20.225000000000005
2,4.0,-0.051,19.243,16.511639550097055,2.731360449902944,16.54203049682543
3,4.0,-0.112,19.268,18.388118889885522,0.8798811101144786,4.785052323097942
4,4.0,-0.155,19.295,20.403191221478693,1.108191221478691,5.431460252708333
5,1.022,-4.0,20.053,17.139869743033486,2.9131302569665145,16.99622167870067
6,1.064,-4.0,20.058,17.929777526341297,2.1282224736587025,11.86976509068254
7,0.939,-4.0,20.076,17.60726946665339,2.468730533346612,14.02108679044283
8,0.928,-1.673,20.811,19.317571265110875,1.4934287348891253,7.730934258730447
9,-4.0,-1.239,24.557,26.84452074285595,2.28752074285595,8.521369275943288
10,-4.0,-1.233,24.557,26.454177457247404,1.8971774572474054,7.1715609389610915
11,-4.0,-1.2,24.563,24.34983005625052,0.2131699437494774,0.8754473573615655
12,1.116,4.0,28.03,19.78604454575818,8.24395545424182,41.66550537767386
13,1.049,4.0,28.039,17.57060758482781,10.468392415172193,59.579000695523085
14,0.965,4.0,28.074,17.17205738061253,10.901942619387473,63.486525683846736
15,-4.0,4.0,32.185,32.0,0.18500000000000227,0.5781250000000071
