Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,-1.171,-1.901,18.377,12.09571831898968,6.281281681010318,51.929794621200934
2,-3.85,-1.165,17.136,25.211458319571552,8.075458319571553,32.03090522257734
3,-0.36,-1.44,1.651,37.87520475636941,36.22420475636941,95.6409476579203
4,0.28,-0.203,6.947,19.08306047757453,12.136060477574532,63.5959860413178
5,-3.8,-1.7,18.254,37.33000000000001,19.07600000000001,51.100991159925
6,3.2,-3.2,-19.649,34.299660112501044,53.948660112501045,157.28628195017777
7,1.48,0.4,5.164,40.361716956894256,35.197716956894254,87.2056979005252
8,1.125,3.85,16.13,23.13920466520979,7.00920466520979,30.291467518536862
9,0.332,-2.671,-9.53,36.93412045216233,46.464120452162334,125.80269919340144
10,1.78,3.8,16.857,32.64441691039328,15.787416910393283,48.361767201199136
11,1.12,-4.0,19.835,19.96471372578589,0.1297137257858907,0.6497149298883054
12,1.996,-0.116,-8.101,6.541218652925179,14.64221865292518,223.84542437481892
13,-0.077,-1.447,-4.748,22.698055638473498,27.4460556384735,120.91809129215491
14,3.005,-2.75,-30.515,26.59745939634271,57.112459396342715,214.72900304228295
15,0.505,0.073,8.885,21.289009235804958,12.404009235804958,58.26484970913185
